ccode,cnumber,cname,credit_hours,lecture_hours,lab_hours,description,prereqs,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,203,PUBLIC SPEAKING,3,null,null,null,null,
COMM,205,COMM FOR TECH PROFESSION,3,null,null,null,null,
COMM,205,COMM FOR TECH PROFESSION,3,null,null,null,null,
COMM,230,COMM TECHNOLOGY SKILLS,3,null,null,null,null,
COMM,257,COMMUNICATION RELIGION AR: IRL,3,null,null,null,null,
COMM,257,COMMUNICATION RELIGION ARTS,3,null,null,null,null,
COMM,257,COMMUNICATION RELIGION ARTS,3,null,null,null,null,
COMM,315,INTERPERSONAL COMM,3,null,null,null,null,
COMM,335,INTERCULTURAL COMMUNIC,3,null,null,null,null,
COMM,340,COMM AND POPULAR CULTURE: FRA,3,null,null,null,null,
COMM,340,COMM AND POPULAR CULTURE,3,null,null,null,null,
COMM,340,COMM AND POPULAR CULTURE,3,null,null,null,null,
COMM,340,COMM AND POPULAR CULTURE,3,null,null,null,null,
COMM,435,RHETORIC OF TV & FILM,3,null,null,null,null,
COMM,437,VISUAL COMMUNICATION,3,null,null,null,null,
COMM,440,POLITICAL COMMUNICATION: IRL,3,null,null,null,null,
COMM,443,COMM AND CONFLICT,3,null,null,null,null,
COMM,460,COMM & CONTEMPORY ISSUES: FRA,3,null,null,null,null,
COMM,476,ADVANCED SOCIAL MEDIA,3,null,null,null,null,
COMM,483,HEALTH COMM PRACTICUM,0,null,null,null,null,
COMM,484,COMMUNICATION INTERNSHP: IN-AB,0,null,null,null,null,
COMM,484,COMMUNICATION INTERNSHIP,0,null,null,null,null,
COMM,484,COMMUNICATION INTERNSHP: IN-AB,0,null,null,null,null,
COMM,485,DIRECTED STUDIES,3,null,null,null,null,
COMM,485,DIRECTED STUDIES,3,null,null,null,null,
COMM,485,DIRECTED STUDIES: IRL,3,null,null,null,null,
COMM,485,DIRECTED STUDIES: FRA,3,null,null,null,null,
COMM,491,RESEARCH,0,null,null,null,null,
COMM,685,DIRECTED STUDIES,1,null,null,null,null,
COMM,685,DIRECTED STUDIES: FRA,3,null,null,null,null,
COMM,685,DIRECTED STUDIES,1,null,null,null,null,
COMM,685,DIRECTED STUDIES,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH: IN-AB,1,null,null,null,null,
COMM,691,RESEARCH: IN-AB,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH,1,null,null,null,null,
COMM,691,RESEARCH: IN-AB,1,null,null,null,null,
COSC,222,SOCIAL ISSUES HIST CONST ENV,3,null,null,null,null,
COSC,275,ESTIMATING I,3,null,null,null,null,
COSC,301,CONSTRUCTION SURVEYING,3,null,null,null,null,
COSC,326,MEP SYSTEMS IN CONST II,3,null,null,null,null,
COSC,375,ESTIMATING II,3,null,null,null,null,
COSC,421,SOIL & STRUCTURAL ANYLS,3,null,null,null,null,
COSC,440,INTERDISCIPLINARY CAPSTONE,3,null,null,null,null,
COSC,440,INTERDISCIPLINARY CAPSTONE,3,null,null,null,null,
COSC,461,BLDG INFO MODEL SYSTEM,3,null,null,null,null,
COSC,461,BLDG INFO MODEL SYSTEM,3,null,null,null,null,
COSC,463,INTRO TO CONST LAW: GBR,3,null,null,null,null,
COSC,464,CONSTRUCTION SAFETY II,3,null,null,null,null,
COSC,464,CONSTRUCTION SAFETY II,3,null,null,null,null,
COSC,465,ADV TOPICS IN CONST LAW: GBR,3,null,null,null,null,
COSC,465,ADV TOPICS IN CONST LAW,3,null,null,null,null,
COSC,474,FACILITY MGMT INTERNSHIP,3,null,null,null,null,
COSC,475,CONST PROJECT PLANNING,3,null,null,null,null,
COSC,477,CONST PROJECT CONTROLS,3,null,null,null,null,
COSC,489,SPTP: TX ABROAD BUILT ENVIR,3,null,null,null,null,
COSC,684,PROFESSIONAL INTERNSHIP: IN-AB,3,null,null,null,null,
COSC,685,DIRECTED STUDIES,1,null,null,null,null,
COSC,691,RESEARCH,1,null,null,null,null,
COSC,691,RESEARCH,1,null,null,null,null,
COSC,691,RESEARCH,1,null,null,null,null,
COSC,691,RESEARCH,1,null,null,null,null,
COSC,691,RESEARCH,1,null,null,null,null,
CPSY,600,COUNSEL THEORIES SCHOOL CNSLRS,3,null,null,null,null,
CPSY,601,MULTICULT COUNS IN SCH,3,null,null,null,null,
CPSY,603,SCH COUNS GRP INTERVENT,3,null,null,null,null,
CPSY,630,FOUND OF SCHOOL COUNSELING,3,null,null,null,null,
CPSY,632,CAREER COUNSELING,3,null,null,null,null,
CPSY,683,FIELD PRACTICUM: IN-AB,1,null,null,null,null,
CPSY,683,FIELD PRACTICUM,3,null,null,null,null,
CPSY,683,FIELD PRACTICUM,1,null,null,null,null,
CPSY,683,FIELD PRACTICUM,3,null,null,null,null,
CPSY,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CPSY,685,DIRECTED STUDIES,1,null,null,null,null,
CPSY,685,DIRECTED STUDIES,1,null,null,null,null,
CPSY,685,DIRECTED STUDIES,1,null,null,null,null,
CPSY,685,DIRECTED STUDIES,1,null,null,null,null,
CPSY,685,DIRECTED STUDIES,1,null,null,null,null,
CPSY,685,DIRECTED STUDIES,1,null,null,null,null,
CPSY,685,DIRECTED STUDIES,1,null,null,null,null,
CPSY,691,RESEARCH,1,null,null,null,null,
CPSY,691,RESEARCH,1,null,null,null,null,
CPSY,691,RESEARCH,1,null,null,null,null,
CPSY,691,RESEARCH,1,null,null,null,null,
CPSY,691,RESEARCH,1,null,null,null,null,
CPSY,691,RESEARCH,1,null,null,null,null,
CPSY,691,RESEARCH,1,null,null,null,null,
CSCE,110,PROGRAMMING I,4,null,null,null,null,
CSCE,120,PROGRAM DESIGN & CONCEPTS,3,null,null,null,null,
CSCE,120,PROGRAM DESIGN & CONCEPTS,3,null,null,null,null,
CSCE,121,INTRO PGM DESIGN CONCEPT,4,null,null,null,null,
CSCE,121,INTRO PGM DESIGN CONCEPT,4,null,null,null,null,
CSCE,221,DATA STRUC & ALGORITHMS,4,null,null,null,null,
CSCE,222,DISCRETE STRUC COMPUTING,3,null,null,null,null,
CSCE,310,DATABASE SYSTEMS,3,null,null,null,null,
CSCE,312,COMPUTER ORGANIZATION,4,null,null,null,null,
CSCE,313,INTRO TO COMPUTER SYSTEM,4,null,null,null,null,
CSCE,313,INTRO TO COMPUTER SYSTEM,4,null,null,null,null,
CSCE,314,PROGRAMMING LANGUAGES,3,null,null,null,null,
CSCE,399,HIGH-IMPACT EXPERIENCE,0,null,null,null,null,
CSCE,411,DESIGN ANALY ALGORITHMS: GRC,3,null,null,null,null,
CSCE,411,DESIGN ANALY ALGORITHMS,3,null,null,null,null,
CSCE,412,CLOUD COMPUTING,3,null,null,null,null,
CSCE,421,MACHINE LEARNING,3,null,null,null,null,
CSCE,435,PARALLEL COMPUTING,3,null,null,null,null,
CSCE,491,RESEARCH,0,null,null,null,null,
CSCE,491,RESEARCH,3,null,null,null,null,
CSCE,491,HNR-RESEARCH,0,null,null,null,null,
CSCE,629,ANALYSIS OF ALGORITHMS,3,null,null,null,null,
CSCE,633,MACHINE LEARNING,3,null,null,null,null,
CSCE,636,DEEP LEARNING,3,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP:ON-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CSCE,685,DIRECTED STUDIES,1,null,null,null,null,
CSCE,685,DIRECTED STUDIES,1,null,null,null,null,
CSCE,685,DIRECTED STUDIES,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,691,RESEARCH,1,null,null,null,null,
CSCE,735,PARALLEL COMPUTING,3,null,null,null,null,
CVEN,305,MECHANICS OF MATERIALS,3,null,null,null,null,
CVEN,311,FLUID DYNAMICS: FRA,3,null,null,null,null,
CVEN,322,CIVIL ENGR SYSTEMS: ITA,3,null,null,null,null,
CVEN,339,WATER RESOURCES ENGR,3,null,null,null,null,
CVEN,345,THEORY OF STRUCTURES,3,null,null,null,null,
CVEN,399,MID-CURRICULUM PROF DEVLPMNT,0,null,null,null,null,
CVEN,399,MID-CURRICULUM PROF DEVLPMNT,0,null,null,null,null,
CVEN,399,MID-CURRICULUM PROF DEVLPMNT,0,null,null,null,null,
CVEN,399,MID-CURRICULUM PROF DEVLPMNT,0,null,null,null,null,
CVEN,403,APPLIED CVEN SURVEYING,2,null,null,null,null,
CVEN,403,APPLIED CVEN SURVEYING,2,null,null,null,null,
CVEN,424,CIV ENGR PROF PRACTICE,2,null,null,null,null,
CVEN,424,CIV ENGR PROF PRACTICE,2,null,null,null,null,
CVEN,446,STRUC STEEL DESIGN,3,null,null,null,null,
CVEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
CVEN,685,DIRECTED STUDIES,1,null,null,null,null,
CVEN,685,DIRECTED STUDIES,1,null,null,null,null,
CVEN,685,DIRECTED STUDIES,1,null,null,null,null,
CVEN,685,DIRECTED STUDIES,1,null,null,null,null,
CVEN,685,DIRECTED STUDIES,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
CVEN,691,RESEARCH,1,null,null,null,null,
DASC,418,DAIRY SCIENCE CONSORTIUM:IN-AB,4,null,null,null,null,
DCED,202,DANCE APPRECIATION,3,null,null,null,null,
DCED,202,DANCE APPRECIATION,3,null,null,null,null,
DCED,202,DANCE APPRECIATION,3,null,null,null,null,
DDHS,4110,MEDICAL EMERGENCIES,1,null,null,null,null,
DDHS,4220,COMPREHENSIVE CARE SEMINAR,2,null,null,null,null,
DDHS,4310,ORAL RADIOGRAPHY,1,null,null,null,null,
DDHS,4510,PEDIATRIC DENTISTRY,1,null,null,null,null,
DDHS,4820,CLINICAL DENTAL HYGIENE II,2,null,null,null,null,
ECCB,285,DIRECTED STUDIES,1,null,null,null,null,
ECCB,285,DIRECTED STUDIES,1,null,null,null,null,
ECCB,314,DOWN RVR BIOL GULF COAST FISH,3,null,null,null,null,
ECCB,325,FIELD STUDIES FOREST ECO,3,null,null,null,null,
ECCB,484,INTERNSHIP,0,null,null,null,null,
ECCB,485,DIRECTED STUDIES,0,null,null,null,null,
ECCB,485,DIRECTED STUDIES,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,491,RESEARCH,0,null,null,null,null,
ECCB,614,DOWN RVR BIOL GULF COAST FISH,1,null,null,null,null,
ECCB,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ECCB,685,DIRECTED STUDIES,1,null,null,null,null,
ECCB,685,DIRECTED STUDIES,1,null,null,null,null,
ECCB,685,DIRECTED STUDIES,1,null,null,null,null,
ECCB,685,DIRECTED STUDIES,1,null,null,null,null,
ECCB,685,DIRECTED STUDIES,1,null,null,null,null,
ECCB,685,DIRECTED STUDIES,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH,1,null,null,null,null,
ECCB,691,RESEARCH:IN-AB,1,null,null,null,null,
ECCB,691,RESEARCH:IN-AB,1,null,null,null,null,
ECCB,691,RES,1,null,null,null,null,
ECEN,214,ELEC CIRCUIT THEORY,4,null,null,null,null,
ECEN,214,ELEC CIRCUIT THEORY,4,null,null,null,null,
ECEN,214,ELEC CIRCUIT THEORY,4,null,null,null,null,
ECEN,215,PRIN OF ELECTRICAL ENGR: FRA,3,null,null,null,null,
ECEN,215,PRIN OF ELECTRICAL ENGR,3,null,null,null,null,
ECEN,215,PRIN OF ELECTRICAL ENGR,3,null,null,null,null,
ECEN,215,PRIN OF ELECTRICAL ENGR,3,null,null,null,null,
ECEN,215,PRIN OF ELECTRICAL ENGR,3,null,null,null,null,
ECEN,303,RANDOM SIGNALS & SYSTEMS,3,null,null,null,null,
ECEN,314,SIGNALS AND SYSTEMS,3,null,null,null,null,
ECEN,314,SIGNALS AND SYSTEMS,3,null,null,null,null,
ECEN,325,ELECTRONICS,4,null,null,null,null,
ECEN,325,ELECTRONICS,4,null,null,null,null,
ECEN,325,ELECTRONICS,4,null,null,null,null,
ECEN,350,COMPUTER ARCH & DESIGN: GBR,4,null,null,null,null,
ECEN,350,COMPUTER ARCH & DESIGN,4,null,null,null,null,
ECEN,350,COMPUTER ARCH & DESIGN,4,null,null,null,null,
ECEN,350,COMPUTER ARCH & DESIGN,4,null,null,null,null,
ECEN,399,HIGH IMPACT PROF DEVELOPMENT,0,null,null,null,null,
ECEN,469,ADV COMPUTER ARCHITEC: GBR,3,null,null,null,null,
ECEN,484,PROFESSIONAL INTERNSHIP,0,null,null,null,null,
ECEN,484,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ECEN,484,PROFESSIONAL INTERNSHIP: IN-AB,0,null,null,null,null,
ECEN,484,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,491,RESEARCH,0,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ECEN,684,PROFESSIONAL INTERNSHP: IN-AB,1,null,null,null,null,
ECEN,685,DIRECTED STUDIES,2,null,null,null,null,
ECEN,685,DIRECTED STUDIES,1,null,null,null,null,
ECEN,685,DIRECTED STUDIES,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH: IN-AB,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
ECEN,691,RESEARCH,1,null,null,null,null,
