ccode,cnumber,cname,credit_hours,lecture_hours,lab_hours,description,prereqs,
ACCT,209,SURVEY OF ACCT PRIN,3,null,null,null,null,
ACCT,210,MGRL & COST ACCT PRIN,3,null,null,null,null,
ACCT,229,INTRO ACCOUNTING,3,null,null,null,null,
ACCT,230,INTRO ACCOUNTING,3,null,null,null,null,
ACCT,321,PROF DEVELOPMENT SEMINAR,2,null,null,null,null,
ACCT,322,PROF DEVELOPMENT BBA,1,null,null,null,null,
ACCT,327,FINANCIAL REPORTING I,3,null,null,null,null,
ACCT,328,FINANCIAL REPORTING II,3,null,null,null,null,
ACCT,329,COST MGMT & ANALYSIS,3,null,null,null,null,
ACCT,405,INCOME TAX,3,null,null,null,null,
ACCT,407,AUDITING,3,null,null,null,null,
ACCT,408,INTERNAL AUDITING,3,null,null,null,null,
ACCT,410,FRAUD EXAMINATION,3,null,null,null,null,
ACCT,427,ACCT & FIN INFO SYSTEMS,3,null,null,null,null,
ACCT,445,INTERNATIONAL ACCT,3,null,null,null,null,
ACCT,450,ACCOUNTING ETHICS,3,null,null,null,null,
ACCT,484,ACCOUNTING INTERNSHIP,0,null,null,null,null,
ACCT,489,SPTP: BUSINESS COMM IN ACCT,2,null,null,null,null,
ACCT,602,FINANCIAL REPORTING II,3,null,null,null,null,
ACCT,605,INCOME TAX,3,null,null,null,null,
ACCT,607,SEMINAR IN AUDITING,3,null,null,null,null,
ACCT,608,INTERNAL AUDITING,3,null,null,null,null,
ACCT,640,ACCT CON & PROCEDURE I,3,null,null,null,null,
ACCT,644,CONTROL AUDIT INFO SYSTM,3,null,null,null,null,
ACCT,646,INTERNATIONAL ACCOUNTING,3,null,null,null,null,
ACCT,647,FINANCIAL STMNT ANALYSIS,3,null,null,null,null,
ACCT,650,ACCOUNTING ETHICS,3,null,null,null,null,
ACCT,657,ACCT DATA ANALYTICS,3,null,null,null,null,
ACCT,660,ACCT INFO & FINC MKTS,3,null,null,null,null,
ACCT,677,CFOS & FINANCIAL LEADERSHIP,3,null,null,null,null,
ACCT,680,TAX RESEARCH & POLICY,3,null,null,null,null,
ACCT,684,PROF INTERNSHIP,3,null,null,null,null,
ACCT,685,DIRECTED STUDIES,3,null,null,null,null,
ACCT,688,DOCTORAL SEMINAR,3,null,null,null,null,
ACCT,691,RESEARCH,1,null,null,null,null,
AEGD,602,CLINICAL DENTISTRY III,0,null,null,null,null,
AEGD,604,PRACTICE MANAGEMENT I,1.5,null,null,null,null,
AEGD,607,ADV FIXED PROSTHODONTICS,1.5,null,null,null,null,
AEGD,617,TRTMT PLANNING CONFERENCE III,1.5,null,null,null,null,
AEGD,620,CURRENT LITERATURE REVIEW III,1.5,null,null,null,null,
AEGD,626,ADV REST DENT DIGITAL TECH,0,null,null,null,null,
AEGD,689,SPTP: ADV CLINICAL ENDO II,1,null,null,null,null,
AERO,201,INTRO TO FLIGHT,3,null,null,null,null,
AERO,211,AERO ENGR MECHANICS,3,null,null,null,null,
AERO,212,INTRO TO AEROTHERMODYNM,3,null,null,null,null,
AERO,214,INTRO AERO MECH OF MATLS,3,null,null,null,null,
AERO,222,INTRO AERO COMPUTATION,3,null,null,null,null,
AERO,299,MID-CURR PROF DEVELOPMENT,0,null,null,null,null,
AERO,301,THEORETICAL AERODYN,3,null,null,null,null,
AERO,303,HIGH SPEED AERODYN,3,null,null,null,null,
AERO,304,AERO STRUCTURAL ANALYS I,3,null,null,null,null,
AERO,306,AERO STRUCTURAL ANALY II,3,null,null,null,null,
AERO,307,AERO ENGR LAB,3,null,null,null,null,
AERO,310,AEROSPACE DYNAMICS,3,null,null,null,null,
AERO,321,DYN OF AERO VEHICLES,3,null,null,null,null,
AERO,351,AEROTHERMO PROPULSION,3,null,null,null,null,
AERO,401,AERO DESIGN PRINCIPLES,3,null,null,null,null,
AERO,402,AERO SYSTEMS DESIGN,2,null,null,null,null,
AERO,404,MECH ADV AERO STRUCTURES,3,null,null,null,null,
AERO,413,AERO MATERIALS SCIENCE,3,null,null,null,null,
AERO,414,HUMAN PERF AERO ENVIRONMENTS,3,null,null,null,null,
AERO,415,COMP FLUID DYN AERO APPS,3,null,null,null,null,
AERO,422,ACT CONTR FOR AERO VEH,3,null,null,null,null,
AERO,423,ORBITAL MECHANICS,3,null,null,null,null,
AERO,424,SPACECRAFT ATT DYN CNTRL,3,null,null,null,null,
AERO,430,NUMERICAL SIMULATION,3,null,null,null,null,
AERO,436,HUMAN FACTORS ENGR AERO DESIGN,3,null,null,null,null,
AERO,451,HUMAN SPACEFLIGHT OPERATAT,3,null,null,null,null,
AERO,452,EAT TRANS VISC FLOWS,3,null,null,null,null,
AERO,478,LOW TEMP PLASMA,3,null,null,null,null,
AERO,489,SPTP: AIRCRAFT DESIGN,3,null,null,null,null,
AERO,491,RESEARCH,0,null,null,null,null,
AERO,602,THEORY OF FLUID MECH,3,null,null,null,null,
AERO,614,HUMAN PERF AERO ENVIRONMENTS,3,null,null,null,null,
AERO,615,COMP FLUID DYNAMICS AERO APPL,3,null,null,null,null,
AERO,617,MICROMECHANICS,3,null,null,null,null,
AERO,623,SPACECRAFT MANEUVERS,3,null,null,null,null,
AERO,630,INTRO RANDOM DYN SYS,3,null,null,null,null,
AERO,632,DESIGN ADV FLT CTL SYS,3,null,null,null,null,
AERO,636,HUMAN FACTORS ENGR AERO DESIGN,3,null,null,null,null,
AERO,643,HIGH-PERFORMANCE CFD,3,null,null,null,null,
AERO,651,HUMAN SPACEFLIGHT OPERATIONS,3,null,null,null,null,
AERO,666,SYSTEMS ANALYSIS,3,null,null,null,null,
AERO,670,TURBULENCE MODELING,3,null,null,null,null,
AERO,678,LOW TEMP PLASMA,3,null,null,null,null,
AERO,681,SEMINAR: TOPIC: COMMUNICATION,1,null,null,null,null,
AERO,685,DIRECTED STUDIES,1,null,null,null,null,
AERO,689,SPTP: APPLIED KALMAN FILTERS,3,null,null,null,null,
AERO,691,RESEARCH,1,null,null,null,null,
AERS,102,AIR FORCE HERITAGE & VALUES II,1,null,null,null,null,
AERS,106,AFROTC LEADERSHIP LAB II,1,null,null,null,null,
AERS,202,TEAM & LDRSHIP FUNDAMENTALS II,1,null,null,null,null,
AERS,304,LEADERSHIP & COMMUNICATION II,3,null,null,null,null,
AERS,404,NATL SECURITY AFFAIRS II,3,null,null,null,null,
AERS,485,DIRECTED STUDIES,1,null,null,null,null,
AFST,201,INTRO COURSE AFRICANA,3,null,null,null,null,
AFST,261,CONTEMP ISSUES GLOBAL SOUTH,3,null,null,null,null,
AFST,301,BLACKS IN US SINCE 1877,3,null,null,null,null,
AFST,325,AFRICANA HUMANITIES,3,null,null,null,null,
AFST,327,POP MUS IN AFRICAN DIASP,3,null,null,null,null,
AFST,352,AFRICANA PHILOSOPHY,3,null,null,null,null,
AFST,377,AFRICANA WOMEN'S HISTORY,3,null,null,null,null,
AFST,379,POSTCOLONIAL LITERATURES,3,null,null,null,null,
AFST,601,METHODS INQUIRY AFR STDY,3,null,null,null,null,
AFST,685,DIRECTED STUDIES,1,null,null,null,null,
AGCJ,105,INTRO TO AG & LIFE SCI COMM,3,null,null,null,null,
AGCJ,281,MEDIA CONCEPTS AG & LIFE SCI,3,null,null,null,null,
AGCJ,301,MEDIA PROD AG & LIFE SCIENCES,3,null,null,null,null,
AGCJ,306,THEORY & PRAC PR AG & LIFE SCI,3,null,null,null,null,
AGCJ,307,DESIGN FOR AG MEDIA,3,null,null,null,null,
AGCJ,311,INTRO RES AG & LIFE SCI COMM,3,null,null,null,null,
AGCJ,312,EDITING IN AG & LIFE SCIENCES,3,null,null,null,null,
AGCJ,313,MEDIA WRITING AG & LIFE SCI I,3,null,null,null,null,
AGCJ,314,MEDIA WRITING AG & LIFE SCI II,3,null,null,null,null,
AGCJ,404,SCI COMM PUB ENG AG & LIFE SCI,3,null,null,null,null,
AGCJ,405,DESIGN & PUBLIC AG & LIFE SCI,3,null,null,null,null,
AGCJ,408,AD COPY & DESIGN AG & LIFE SCI,3,null,null,null,null,
AGCJ,481,SEMINAR,3,null,null,null,null,
AGCJ,485,DIRECTED STUDIES,1,null,null,null,null,
AGCJ,491,RESEARCH,1,null,null,null,null,
AGCJ,494,INTERNSHIP,1,null,null,null,null,
AGEC,105,INTRO TO AG ECONOMICS,3,null,null,null,null,
AGEC,117,CRIT THINK & DEC MKNG AG ECON,1,null,null,null,null,
AGEC,216,FUNDMNTL AGRIFOOD SALES INDUST,1,null,null,null,null,
AGEC,217,FUND OF AG ECON ANALYSIS,3,null,null,null,null,
AGEC,223,EST AGBU ENTRE NETWORKS I,1,null,null,null,null,
AGEC,285,DIRECTED STUDIES:IN-AB,0,null,null,null,null,
AGEC,314,MKTG AG & FOOD PRODUCTS,3,null,null,null,null,
AGEC,315,FOOD & AGRI SALES,3,null,null,null,null,
AGEC,316,CUSTOMER RELSHP AGRIFOOD SELL,3,null,null,null,null,
AGEC,317,ECON ANLYS FOR AGBU MGMT,3,null,null,null,null,
AGEC,324,AGBU ENTREPRENEUR BUDGETI,3,null,null,null,null,
AGEC,325,PRIN FARM & RANCH MGMT,3,null,null,null,null,
AGEC,330,FINANCIAL MGMT IN AGRI,3,null,null,null,null,
AGEC,340,AGRIBUSINESS MANAGEMENT,3,null,null,null,null,
AGEC,344,FOOD & AGRICULTURAL LAW,3,null,null,null,null,
AGEC,350,ENV & NAT RESOURCE ECON,3,null,null,null,null,
AGEC,414,AGBU & FOOD MARKET ANLYS,3,null,null,null,null,
AGEC,415,FOOD AGBU STRAT MKT PLAN,0,null,null,null,null,
AGEC,416,SALES MGMT & ADV TECH PRO SELL,3,null,null,null,null,
AGEC,420,FOOD SECURITY CLIMATE CONFLICT,3,null,null,null,null,
AGEC,422,LAND ECONOMICS,3,null,null,null,null,
AGEC,423,EST AGBU ENTRE NETWORKS II,1,null,null,null,null,
AGEC,425,AGBU ENTRE FINC ANALYSIS,3,null,null,null,null,
AGEC,429,AGRICULTURAL POLICY,3,null,null,null,null,
AGEC,430,MACROECONOMICS OF AGRI,3,null,null,null,null,
AGEC,431,CASES IN AGBUS FINANCE,3,null,null,null,null,
AGEC,432,RURAL REAL EST & FINC AN,3,null,null,null,null,
AGEC,434,RURAL FINC MKTS & PLAN,3,null,null,null,null,
AGEC,440,AGBU STRATEGIC ANALYSIS,3,null,null,null,null,
AGEC,447,FOOD & AG PRICE ANALYSIS,3,null,null,null,null,
AGEC,448,AGR COMMODITY FUTURES,3,null,null,null,null,
AGEC,453,INTERNATIONAL AGBU MKTG,3,null,null,null,null,
AGEC,481,ETHICS IN AGBU AND AGEC,1,null,null,null,null,
AGEC,484,INTERNSHIP: IN-AB,0,null,null,null,null,
AGEC,485,DIRECTED STUDIES,0,null,null,null,null,
AGEC,489,SPTP: MIL & DATA SCI,3,null,null,null,null,
AGEC,491,RESEARCH,0,null,null,null,null,
AGEC,495,INTL AGRBU INDUSTRY PRACTICES,0,null,null,null,null,
AGEC,601,COMM FUTURES & OPTIONS,3,null,null,null,null,
AGEC,604,NATURAL RESOURCE ECON,3,null,null,null,null,
AGEC,605,RRL RL EST APRSL ORGNT,3,null,null,null,null,
AGEC,606,WATER RESOURCE ECONOMICS,3,null,null,null,null,
AGEC,607,RESEARCH METHODOLOGY,3,null,null,null,null,
AGEC,620,FOOD SECURITY CLIMATE CONFLICT,3,null,null,null,null,
AGEC,622,AGBU ANLY & FORECASTING,3,null,null,null,null,
AGEC,625,ENVIRONMENT OF AGBUSINESS,3,null,null,null,null,
AGEC,634,RURAL FINC MKTS & PLAN,3,null,null,null,null,
AGEC,641,OPER RSCH METH IN AG,3,null,null,null,null,
AGEC,642,DYN OPTIM IN AG AND APPL ECON,3,null,null,null,null,
AGEC,662,APPL ECMT MTDS AG RESOUR II,3,null,null,null,null,
AGEC,676,FRONTIERS APPLIED MKT ANALYSIS,3,null,null,null,null,
AGEC,677,FRONTIERS RES&ENVIR ECON,3,null,null,null,null,
AGEC,684,PROFESSIONAL INTRNSHIP: IN-AB,1,null,null,null,null,
AGEC,685,DIRECTED STUDIES,1,null,null,null,null,
AGEC,689,SPTP: MIL & DATA SCI,3,null,null,null,null,
AGEC,691,RESEARCH,1,null,null,null,null,
AGEC,693,PROFESSIONAL STUDY,1,null,null,null,null,
AGLS,101,MOD AG SYS&RNW NAT RES,1,null,null,null,null,
AGLS,225,LIFE SCI LEARNING COMM 2,1,null,null,null,null,
AGLS,301,AGLS STUDY ABROAD,1,null,null,null,null,
AGLS,489,SPTP: HACKATHON: CLIMATE JUSTI,1,null,null,null,null,
AGLS,492,CO-OP ED IN AGRI,0,null,null,null,null,
AGSC,302,TEACHING SBAE & CLINICAL EXP,4,null,null,null,null,
AGSC,305,MGMT OF SUPERVISED AG EXPRNCES,3,null,null,null,null,
AGSC,373,MANAGE SAFETY IN AGSC PRGM,3,null,null,null,null,
AGSC,383,TEACHING AG MECHANICS,3,null,null,null,null,
AGSC,425,LRNR-CNTRD INST IN AGSC,3,null,null,null,null,
AGSC,436,PROF TEACHNG INTERN AGSC,6,null,null,null,null,
AGSC,481,SEMINAR,1,null,null,null,null,
AGSC,484,FIELD EXPERIENCE,1,null,null,null,null,
AGSM,105,WRLD DRNK PROB GLB WTR SCARC,3,null,null,null,null,
AGSM,201,AGRI ENERGY & PWR SYSTEMS,3,null,null,null,null,
AGSM,301,SYSTEMS ANALYSIS AGRI,3,null,null,null,null,
AGSM,310,AGRI MACHINERY MGMT,3,null,null,null,null,
AGSM,315,FOOD PROCESS ENGR TECH,3,null,null,null,null,
AGSM,325,AGRI INDUS APPL ELEC,3,null,null,null,null,
AGSM,337,TECH ENV NAT RES ENGR,3,null,null,null,null,
AGSM,360,OCCUPATIONAL SAFETY MGMT,3,null,null,null,null,
AGSM,440,MGMT AGRI SYSTM II,3,null,null,null,null,
ALEC,350,GLOBAL AG ISSUES,3,null,null,null,null,
ALEC,370,PRINCIPLES POSITIVE YOUTH DEV,3,null,null,null,null,
ALEC,371,SKILLS & TECH YOUTH DEVEL PRO,3,null,null,null,null,
ALEC,377,CAMP MANAGEMENT & ADMIN,3,null,null,null,null,
ALEC,399,HIGH-IMPACT EXPERIENCE,0,null,null,null,null,
ALEC,412,TECH INSTR DESIG STR AG,3,null,null,null,null,
ALEC,425,PRINCIPLES OF PROGRAM EVAL,3,null,null,null,null,
ALEC,460,APP INTL DEV THEORY AGRI: NAM,3,null,null,null,null,
ALEC,473,DIVERISTY & EQUITY YOUTH ORGS,3,null,null,null,null,
ALEC,485,DIRECTED STUDIES,0,null,null,null,null,
ALEC,491,RESEARCH,1,null,null,null,null,
ALEC,609,LEARNING ORGANIZATIONS,3,null,null,null,null,
ALEC,610,PRIN OF ADULT EDUCATION,3,null,null,null,null,
ALEC,612,INSTRUCT DESIGN ONLINE,3,null,null,null,null,
ALEC,615,PHILOSOPHY OF AGED,3,null,null,null,null,
ALEC,622,DATA COLL ANALY INTRP,3,null,null,null,null,
ALEC,625,PROG EVAL & ORG ACCTBLTY,3,null,null,null,null,
ALEC,630,GUID & COUN RURAL YOUTH,3,null,null,null,null,
ALEC,631,DEV & PLAN COMMUNITY EDU,3,null,null,null,null,
ALEC,640,METH OF TECH CHANGE,3,null,null,null,null,
ALEC,671,EFFECTIVE SKILLS FOR YOUTH DEV,3,null,null,null,null,
ALEC,677,YOUTH DEV CAPSTONE EXPERIENCE,3,null,null,null,null,
ALEC,681,SEMINAR,1,null,null,null,null,
ALEC,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ALEC,685,DIRECTED STUDIES,1,null,null,null,null,
ALEC,689,SPTP: SCI COMM & PUBLIC ENGAG,3,null,null,null,null,
ALEC,691,RESEARCH,1,null,null,null,null,
ALEC,695,FRNTRS IN RESEARCH,3,null,null,null,null,
ALEC,696,QUAL RESEARCH IN AGED,3,null,null,null,null,
ALED,202,INTRO TO LEADERSHIP,3,null,null,null,null,
ALED,285,DIRECTED STUDIES,1,null,null,null,null,
ALED,301,PERSONAL LEADERSHIP EDUC,3,null,null,null,null,
ALED,323,LDSHIP MULTICULTURAL WORLD,3,null,null,null,null,
ALED,340,SURVEY LEADERSHIP THEORY,3,null,null,null,null,
ALED,341,TEAM LEARNING,3,null,null,null,null,
ALED,344,LEADERSHIP OF VOLUNTEERS,3,null,null,null,null,
ALED,401,ADVD PROF LEADERSHIP DEV,3,null,null,null,null,
ALED,419,FOLLOWERS & FOLLOWERSHIP,3,null,null,null,null,
ALED,422,CULTURAL PLRLSM IN AGRI,3,null,null,null,null,
ALED,424,APPLD ETHICS IN LDRSHIP,3,null,null,null,null,
ALED,426,LEADING TRAINING ADULTS,3,null,null,null,null,
ALED,440,LEADING CHANGE,3,null,null,null,null,
ALED,441,AGRI EXTEN ORG & METH,3,null,null,null,null,
ALED,481,SEMINAR,3,null,null,null,null,
ALED,485,DIRECTED STUDIES,1,null,null,null,null,
ALED,491,RESEARCH,1,null,null,null,null,
ALED,494,ADEV INTERNSHIP,1,null,null,null,null,
ANSC,107,GENERAL ANIMAL SCIENCE,3,null,null,null,null,
ANSC,108,GENERAL ANIMAL SCIENCE LAB,1,null,null,null,null,
ANSC,111,ANIMAL PROD SYS,3,null,null,null,null,
ANSC,113,FARM ANIMAL BIOSYSTEMS,2,null,null,null,null,
ANSC,201,INTRO EQUINE CARE,2,null,null,null,null,
ANSC,205,ANSC LAB PREP METHODS,2,null,null,null,null,
ANSC,210,COMPANION ANIMAL SCIENCE,3,null,null,null,null,
ANSC,211,EQUINE IND AND CAREER PREP,2,null,null,null,null,
ANSC,215,INTRO TO LIVESTOCK EVALUATION,2,null,null,null,null,
ANSC,221,EQUINE HANDLING & SAFETY,3,null,null,null,null,
ANSC,291,RESEARCH,0,null,null,null,null,
ANSC,303,PRIN OF ANIM NUTRITION,3,null,null,null,null,
ANSC,305,ANIMAL BREEDING,3,null,null,null,null,
ANSC,307,MEATS,3,null,null,null,null,
ANSC,309,APPLIED ANIMAL RECORD KEEPING,3,null,null,null,null,
ANSC,316,EQUINE SELECT AND JUDG,2,null,null,null,null,
ANSC,318,ANIMAL FEEDS & FEEDING,3,null,null,null,null,
ANSC,320,ANIMAL NUTR & FEEDING,3,null,null,null,null,
ANSC,325,ADV LVSTK & PROD EVAL,2,null,null,null,null,
ANSC,326,FOOD BACTERIOLOGY,3,null,null,null,null,
ANSC,333,REPROD IN FARM ANIMALS,2,null,null,null,null,
ANSC,334,REPROD FARM ANIMALS LAB,1,null,null,null,null,
ANSC,399,ANIMAL SCIENCE EXPERIENCE,0,null,null,null,null,
ANSC,404,BEHVR & MGMT OF DMSTC ANIMALS,4,null,null,null,null,
ANSC,406,BEEF CATTLE PROD & MGM,4,null,null,null,null,
ANSC,408,STOCKER & FEEDLOT CATL,4,null,null,null,null,
ANSC,411,EQUINE NUTR & HEALTH,3,null,null,null,null,
ANSC,412,SWINE PROD & MGMT,4,null,null,null,null,
ANSC,414,SHEEP & GOAT PROD & MG,4,null,null,null,null,
ANSC,420,EQUINE PROD & MGMT,4,null,null,null,null,
ANSC,423,ISSUES EQUINE INDUSTRY,1,null,null,null,null,
ANSC,434,ANIMAL REPRODUCTION MGMT,4,null,null,null,null,
ANSC,437,MKTG & GRDG LVSTCK & MEAT,4,null,null,null,null,
ANSC,439,FEEDLOT RISK MGMT,2,null,null,null,null,
ANSC,467,PRCSD MEAT FD OPERATNS,3,null,null,null,null,
ANSC,484,LIVESTOCK PRACTICUM,1,null,null,null,null,
ANSC,485,DIRECTED STUDIES,0,null,null,null,null,
ANSC,487,SENSORY EVAL OF FOODS,3,null,null,null,null,
ANSC,489,SPTP: PRECISION DIET LIVESTOCK,3,null,null,null,null,
ANSC,491,RESEARCH,0,null,null,null,null,
ANSC,494,ANSC INTERNSHIP,0,null,null,null,null,
ANSC,498,ANIMAL SCIENCE CAPSTONE,4,null,null,null,null,
ANSC,608,BEEF CATTLE MANAGEMENT,3,null,null,null,null,
ANSC,618,LIPIDS AND LIPID MTBL,3,null,null,null,null,
ANSC,621,ISSUES EQUINE INDUSTRY,1,null,null,null,null,
ANSC,627,CARCASS COMP & QUALITY,3,null,null,null,null,
ANSC,629,APPLIED ANIMAL GENOMICS,3,null,null,null,null,
ANSC,667,INDUS PROC MEAT OPER,3,null,null,null,null,
ANSC,681,SEMINAR,1,null,null,null,null,
ANSC,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ANSC,685,DIRECTED STUDIES,1,null,null,null,null,
ANSC,687,SENSORY EVAL OF FOODS,3,null,null,null,null,
ANSC,689,SPTP: LIVESTOCK EPIGENETICS,1,null,null,null,null,
ANSC,691,RESEARCH,1,null,null,null,null,
ANSC,697,APPL MIC FOODS ANIM ORIG,3,null,null,null,null,
ANTH,201,INTRO TO ANTHROPOLOGY,3,null,null,null,null,
ANTH,202,INTRO TO ARCHAEOLOGY,3,null,null,null,null,
ANTH,204,THE PREHISTORIC WORLD,3,null,null,null,null,
ANTH,205,PEOPLES & CULT OF WRLD,3,null,null,null,null,
ANTH,210,SOC AND CULT ANTH,3,null,null,null,null,
ANTH,222,CROSS CULTURAL COMPETENCY,3,null,null,null,null,
ANTH,225,INTRO BIOLOGICAL ANTHRO,3,null,null,null,null,
ANTH,226,INTRO TO BIOLOGICAL ANTH LAB,1,null,null,null,null,
ANTH,285,DIRECTED STUDIES,0,null,null,null,null,
ANTH,300,CULT CHANGE & DEVELOP,3,null,null,null,null,
ANTH,313,HISTORICAL ARCHAEOLOGY,3,null,null,null,null,
ANTH,316,NAUTICAL ARCHAEOLOGY,3,null,null,null,null,
ANTH,317,INTRO BIBLICAL ARCHAEOL,3,null,null,null,null,
ANTH,324,MUS IN WORLD CULTURES,3,null,null,null,null,
ANTH,402,ARCHAEOLOG ARTIFACT CONS,4,null,null,null,null,
ANTH,409,SCI PSEUDOSCIENCE ANTH,3,null,null,null,null,
ANTH,410,ANTHROPOLOGICAL THEORY,3,null,null,null,null,
ANTH,415,ANTHROPOLOGICAL WRITING,3,null,null,null,null,
ANTH,417,WAR&WARSHIPS IN GREECE&ROME,3,null,null,null,null,
ANTH,420,PIRATES, PRIVATEERS, & RAIDERS,3,null,null,null,null,
ANTH,421,ADVANCED MUSEUM STUDIES,3,null,null,null,null,
ANTH,425,HUMAN OSTEOLOGY,3,null,null,null,null,
ANTH,435,MEDICAL ANTHROPOLOGY,3,null,null,null,null,
ANTH,436,ANCIENT EGYPT,3,null,null,null,null,
ANTH,447,LITHIC ARTIFACT ANALYSIS,3,null,null,null,null,
ANTH,448,QUANT METHODS IN ANTHROPOLOGY,3,null,null,null,null,
ANTH,464,CULT HERITAGE & RESOURCE MGT,3,null,null,null,null,
ANTH,484,ANTHROPOLOGY INTERNSHIP,0,null,null,null,null,
ANTH,485,DIRECTED STUDIES,0,null,null,null,null,
ANTH,489,SPTP: ANCIENT EGYPT II,3,null,null,null,null,
ANTH,491,RESEARCH,0,null,null,null,null,
ANTH,603,SEAFR LIFE & MARITIME COMM,3,null,null,null,null,
ANTH,604,CULTURAL METH & THEORY,3,null,null,null,null,
ANTH,608,SKILLS IN MARITIME ARCH,3,null,null,null,null,
ANTH,616,RSRCH & RECNSTRTN SHIP,3,null,null,null,null,
ANTH,647,LITHIC ARTIFACT ANALYSIS,3,null,null,null,null,
ANTH,663,ANLY METHDS ARCHAEOLOGY & CONS,3,null,null,null,null,
ANTH,664,CULT HERITAGE & RESOURCE MGT,3,null,null,null,null,
ANTH,680,TEACHING ANTHROPOLOGY,0,null,null,null,null,
ANTH,685,DIRECTED STUDIES,1,null,null,null,null,
ANTH,691,RESEARCH,1,null,null,null,null,
ARAB,101,BEGINNING ARABIC I,4,null,null,null,null,
ARAB,102,BEGINNING ARABIC II,4,null,null,null,null,
ARAB,201,INTERMEDIATE ARABIC I,3,null,null,null,null,
ARAB,202,INTERMEDIATE ARABIC II,3,null,null,null,null,
ARAB,258,GLOBAL MIDDLE EAST CULTURES,3,null,null,null,null,
ARAB,323,MEDIA ARABIC,3,null,null,null,null,
ARAB,491,RESEARCH,3,null,null,null,null,
ARCH,105,DESIGN & VISUAL COMM FNDS,4,null,null,null,null,
ARCH,108,DESIGN AND VISUAL COMM FOUN II,5,null,null,null,null,
ARCH,115,DESIGN COMM FOUNDATION I,3,null,null,null,null,
ARCH,206,ARCH DESIGN II,5,null,null,null,null,
ARCH,212,SOCIAL & BEHAV FACT DESN,3,null,null,null,null,
ARCH,213,SUSTAINABLE ARCHITECTURE,3,null,null,null,null,
ARCH,216,COMPUT METHODS IN ARCH,3,null,null,null,null,
ARCH,221,FOUNDATIONS OF MUSEUM STUDIES,3,null,null,null,null,
ARCH,249,SURVEY WORLD ARCH HIS I,3,null,null,null,null,
ARCH,250,SURVEY WORLD ARCH HIS II,3,null,null,null,null,
ARCH,281,SEMINAR IN CONTEMPORARY ARCH,1,null,null,null,null,
ARCH,305,ARCH DESIGN III,5,null,null,null,null,
ARCH,317,DIGITAL FABRICATION ARCH,3,null,null,null,null,
ARCH,328,ARCHITECTURAL ENVELOPES,3,null,null,null,null,
ARCH,331,ARCHITECTURAL STRUCTURES,3,null,null,null,null,
ARCH,335,ARCHITECTURAL SYSTEMS,3,null,null,null,null,
ARCH,345,HISTORY OF BUILDING TECH,3,null,null,null,null,
ARCH,346,ARCH HERITAGE CULTURE,3,null,null,null,null,
ARCH,347,DOCUMENT HIST BLDGS & SITES,3,null,null,null,null,
ARCH,350,HIST/THEOR MOD/CONT ARCH,3,null,null,null,null,
ARCH,353,HISTORY OF PRODUCT DESIGN,3,null,null,null,null,
ARCH,381,DESIGN SEMINAR,1,null,null,null,null,
ARCH,406,ARCH DESIGN V,5,null,null,null,null,
ARCH,413,ELEMENTS OF URBAN DESIGN,3,null,null,null,null,
ARCH,421,ENERGY & SUSTAINABLE ARCH,3,null,null,null,null,
ARCH,458,CULT ETHICAL GLOBAL PRAC,3,null,null,null,null,
ARCH,481,SEMINAR,1,null,null,null,null,
ARCH,485,DIRECTED STUDIES: IN-AB,1,null,null,null,null,
ARCH,494,INTERNSHIP: IN-AB,9,null,null,null,null,
ARCH,602,DESIGN FUNDAMENTALS II,6,null,null,null,null,
ARCH,606,ARCHITECTRL DESIGN II,6,null,null,null,null,
ARCH,608,ARCHITECTRL DESIGN IV,6,null,null,null,null,
ARCH,614,ELEMENTS OF ARCH STRUC,3,null,null,null,null,
ARCH,615,ELEM OF ENV CNTRL SYST,3,null,null,null,null,
ARCH,619,APPLIED SOLAR ENERGY,3,null,null,null,null,
ARCH,621,ENERGY OPTM BLDG DSGN,3,null,null,null,null,
ARCH,634,ARCH LIGHTING,3,null,null,null,null,
ARCH,643,SFT ANLY HVAC SYS LO ENE,3,null,null,null,null,
ARCH,644,ART & ARCHITECTURAL HIST,3,null,null,null,null,
ARCH,645,SEMINAR ARCHITECTURAL THEORY,3,null,null,null,null,
ARCH,646,HIST PRESN THEOY PRAC,3,null,null,null,null,
ARCH,659,DIGITAL ARCH PHOTOGRAPHY,3,null,null,null,null,
ARCH,660,DESIGN PROGRAMMING,3,null,null,null,null,
ARCH,669,FOUNDATIONS OF RESEARCH,3,null,null,null,null,
ARCH,674,TYP OF CONTEMP HOSP DSGN,3,null,null,null,null,
ARCH,675,HEALTH DESIGN & RESEARCH,3,null,null,null,null,
ARCH,681,SEMINAR,1,null,null,null,null,
ARCH,685,DIRECTED STUDIES,1,null,null,null,null,
ARCH,689,SPTP: CONTEMP ARCHITEC,3,null,null,null,null,
ARCH,691,RESEARCH,1,null,null,null,null,
AREN,200,ARCH ENGR FOUNDATIONS,2,null,null,null,null,
AREN,210,FUND BUILD INFO MODL ARCH ENGR,3,null,null,null,null,
AREN,289,SPTP: EM-STATICS/DYNAMICS:AREN,4,null,null,null,null,
AREN,300,ARCH ENGR SYSTEMS,3,null,null,null,null,
